cluster_id,azimuth,elevation,range,frames_seen,frame_count,two_range_fraction,num_points_per_frame,num_range_groups_per_frame,peak_counts_per_frame,range_mean,range_peaks_per_frame,revisit_rate_hz,sample_size
201,-4.193,-0.3016,10.027,10,10,0.0,"{0: 21, 1: 20, 2: 18, 3: 22, 4: 23, 5: 26, 6: 15, 7: 18, 8: 25, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [20], 2: [18], 3: [22], 4: [23], 5: [26], 6: [15], 7: [18], 8: [25], 9: [23]}",10.027,"{0: [10.026235580444336], 1: [10.028017044067383], 2: [10.02843952178955], 3: [10.028366088867188], 4: [10.028406143188477], 5: [10.028406143188477], 6: [10.02843952178955], 7: [10.02833366394043], 8: [10.028406143188477], 9: [10.028301239013672]}",,211
202,-3.8274,-0.3016,10.023,10,10,0.0,"{0: 22, 1: 21, 2: 22, 3: 22, 4: 20, 5: 17, 6: 20, 7: 17, 8: 20, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [21], 2: [22], 3: [22], 4: [20], 5: [17], 6: [20], 7: [17], 8: [20], 9: [21]}",10.023,"{0: [10.021788597106934], 1: [10.023643493652344], 2: [10.0237398147583], 3: [10.023837089538574], 4: [10.0237398147583], 5: [10.023258209228516], 6: [10.023866653442383], 7: [10.02376937866211], 8: [10.023866653442383], 9: [10.023837089538574]}",,202
203,-3.4526,-0.3016,10.018,10,10,0.0,"{0: 21, 1: 21, 2: 16, 3: 20, 4: 22, 5: 24, 6: 19, 7: 24, 8: 13, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [21], 2: [16], 3: [20], 4: [22], 5: [24], 6: [19], 7: [24], 8: [13], 9: [22]}",10.018,"{0: [10.017651557922363], 1: [10.019261360168457], 2: [10.019288063049316], 3: [10.019523620605469], 4: [10.019523620605469], 5: [10.019523620605469], 6: [10.019523620605469], 7: [10.019523620605469], 8: [10.019172668457031], 9: [10.01943588256836]}",,202
204,-3.0948,-0.3016,10.015,10,10,0.0,"{0: 21, 1: 17, 2: 20, 3: 23, 4: 14, 5: 21, 6: 23, 7: 16, 8: 20, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [17], 2: [20], 3: [23], 4: [14], 5: [21], 6: [23], 7: [16], 8: [20], 9: [14]}",10.015,"{0: [10.014148712158203], 1: [10.015457153320312], 2: [10.015771865844727], 3: [10.01584243774414], 4: [10.015535354614258], 5: [10.015613555908203], 6: [10.015693664550781], 7: [10.01579475402832], 8: [10.015771865844727], 9: [10.015535354614258]}",,189
205,-2.7327,-0.3016,10.012,10,10,0.0,"{0: 21, 1: 19, 2: 21, 3: 23, 4: 19, 5: 21, 6: 16, 7: 21, 8: 19, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [19], 2: [21], 3: [23], 4: [19], 5: [21], 6: [16], 7: [21], 8: [19], 9: [16]}",10.012,"{0: [10.01105785369873], 1: [10.012523651123047], 2: [10.012502670288086], 3: [10.012502670288086], 4: [10.012312889099121], 5: [10.012432098388672], 6: [10.012523651123047], 7: [10.012523651123047], 8: [10.012502670288086], 9: [10.012104034423828]}",,196
206,-2.3507,-0.3016,10.009,10,10,0.0,"{0: 19, 1: 25, 2: 24, 3: 21, 4: 20, 5: 23, 6: 24, 7: 21, 8: 18, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [25], 2: [24], 3: [21], 4: [20], 5: [23], 6: [24], 7: [21], 8: [18], 9: [23]}",10.009,"{0: [10.008098602294922], 1: [10.009234428405762], 2: [10.009418487548828], 3: [10.009418487548828], 4: [10.009435653686523], 5: [10.009435653686523], 6: [10.009374618530273], 7: [10.009313583374023], 8: [10.009071350097656], 9: [10.009471893310547]}",,218
207,-1.9725,-0.3016,10.006,10,10,0.0,"{0: 18, 1: 19, 2: 15, 3: 21, 4: 26, 5: 25, 6: 23, 7: 21, 8: 25, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [19], 2: [15], 3: [21], 4: [26], 5: [25], 6: [23], 7: [21], 8: [25], 9: [21]}",10.006,"{0: [10.005621910095215], 1: [10.006622314453125], 2: [10.006770133972168], 3: [10.00674057006836], 4: [10.006754875183105], 5: [10.006754875183105], 6: [10.006726264953613], 7: [10.006726264953613], 8: [10.006726264953613], 9: [10.006673812866211]}",,214
208,-1.5756,-0.3016,10.004,10,10,0.0,"{0: 15, 1: 20, 2: 22, 3: 21, 4: 20, 5: 14, 6: 20, 7: 11, 8: 18, 9: 17}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [20], 2: [22], 3: [21], 4: [20], 5: [14], 6: [20], 7: [11], 8: [18], 9: [17]}",10.004,"{0: [10.003608703613281], 1: [10.00451946258545], 2: [10.00451946258545], 3: [10.004434585571289], 4: [10.004476547241211], 5: [10.004499435424805], 6: [10.004542350769043], 7: [10.004446029663086], 8: [10.004350662231445], 9: [10.00451946258545]}",,178
209,-1.2117,-0.3016,10.002,10,10,0.0,"{0: 18, 1: 16, 2: 16, 3: 21, 4: 23, 5: 19, 6: 21, 7: 20, 8: 11, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [16], 2: [16], 3: [21], 4: [23], 5: [19], 6: [21], 7: [20], 8: [11], 9: [18]}",10.002,"{0: [10.002167701721191], 1: [10.002830505371094], 2: [10.002830505371094], 3: [10.002789497375488], 4: [10.00279712677002], 5: [10.002805709838867], 6: [10.002830505371094], 7: [10.002772331237793], 8: [10.002738952636719], 9: [10.002822875976562]}",,183
210,-0.8588,-0.3016,10.001,10,10,0.0,"{0: 16, 1: 22, 2: 20, 3: 20, 4: 22, 5: 22, 6: 17, 7: 17, 8: 20, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [22], 2: [20], 3: [20], 4: [22], 5: [22], 6: [17], 7: [17], 8: [20], 9: [22]}",10.001,"{0: [10.001119613647461], 1: [10.001561164855957], 2: [10.001566886901855], 3: [10.001572608947754], 4: [10.001561164855957], 5: [10.001566886901855], 6: [10.001572608947754], 7: [10.00153636932373], 8: [10.001561164855957], 9: [10.001572608947754]}",,198
211,-0.4994,-0.3016,10.001,10,10,0.0,"{0: 16, 1: 19, 2: 15, 3: 17, 4: 21, 5: 18, 6: 15, 7: 20, 8: 12, 9: 23}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [19], 2: [15], 3: [17], 4: [21], 5: [18], 6: [15], 7: [20], 8: [12], 9: [23]}",10.001,"{0: [10.000438690185547], 1: [10.000715255737305], 2: [10.000733375549316], 3: [10.000713348388672], 4: [10.000699996948242], 5: [10.000665664672852], 6: [10.000713348388672], 7: [10.000696182250977], 8: [10.000618934631348], 9: [10.000699996948242]}",,176
212,-0.111,-0.3016,10.244,10,10,0.0,"{0: 34, 1: 22, 2: 33, 3: 31, 4: 30, 5: 41, 6: 24, 7: 27, 8: 17, 9: 37}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [34], 1: [22], 2: [33], 3: [31], 4: [30], 5: [41], 6: [24], 7: [27], 8: [17], 9: [37]}",10.244,"{0: [10.740350723266602], 1: [10.740364074707031], 2: [10.057077407836914], 3: [10.057079315185547], 4: [10.014373779296875], 5: [10.057079315185547], 6: [10.057080268859863], 7: [10.014373779296875], 8: [10.014375686645508], 9: [10.014372825622559]}",,296
213,0.2361,-0.3016,10.797,10,10,0.0,"{0: 19, 1: 22, 2: 13, 3: 13, 4: 18, 5: 20, 6: 19, 7: 12, 8: 18, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [22], 2: [13], 3: [13], 4: [18], 5: [20], 6: [19], 7: [12], 8: [18], 9: [21]}",10.797,"{0: [10.797273635864258], 1: [10.79705810546875], 2: [10.797039031982422], 3: [10.796995162963867], 4: [10.797048568725586], 5: [10.797039031982422], 6: [10.797060012817383], 7: [10.797029495239258], 8: [10.797060012817383], 9: [10.797048568725586]}",,175
214,0.5947,-0.3016,10.797,10,10,0.0,"{0: 20, 1: 22, 2: 19, 3: 16, 4: 24, 5: 21, 6: 19, 7: 22, 8: 20, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [22], 2: [19], 3: [16], 4: [24], 5: [21], 6: [19], 7: [22], 8: [20], 9: [19]}",10.797,"{0: [10.798036575317383], 1: [10.79764175415039], 2: [10.797625541687012], 3: [10.797582626342773], 4: [10.797625541687012], 5: [10.797621726989746], 6: [10.797647476196289], 7: [10.797621726989746], 8: [10.79764175415039], 9: [10.797601699829102]}",,202
215,0.955,-0.3016,10.798,10,10,0.0,"{0: 18, 1: 16, 2: 25, 3: 23, 4: 21, 5: 22, 6: 17, 7: 21, 8: 15, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [16], 2: [25], 3: [23], 4: [21], 5: [22], 6: [17], 7: [21], 8: [15], 9: [18]}",10.798,"{0: [10.799293518066406], 1: [10.798639297485352], 2: [10.798639297485352], 3: [10.798622131347656], 4: [10.798582077026367], 5: [10.798639297485352], 6: [10.798645973205566], 7: [10.798554420471191], 8: [10.798595428466797], 9: [10.798639297485352]}",,196
216,1.3222,-0.3016,10.8,10,10,0.0,"{0: 16, 1: 20, 2: 27, 3: 19, 4: 18, 5: 19, 6: 21, 7: 25, 8: 20, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [20], 2: [27], 3: [19], 4: [18], 5: [19], 6: [21], 7: [25], 8: [20], 9: [24]}",10.8,"{0: [10.800830841064453], 1: [10.800128936767578], 2: [10.800128936767578], 3: [10.800138473510742], 4: [10.800128936767578], 5: [10.800138473510742], 6: [10.800148010253906], 7: [10.800052642822266], 8: [10.800090789794922], 9: [10.80015754699707]}",,209
217,1.6972,-0.3016,10.802,10,10,0.0,"{0: 14, 1: 25, 2: 19, 3: 16, 4: 20, 5: 22, 6: 20, 7: 22, 8: 17, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [14], 1: [25], 2: [19], 3: [16], 4: [20], 5: [22], 6: [20], 7: [22], 8: [17], 9: [18]}",10.802,"{0: [10.803092956542969], 1: [10.802054405212402], 2: [10.802054405212402], 3: [10.801937103271484], 4: [10.802005767822266], 5: [10.801889419555664], 6: [10.802059173583984], 7: [10.802032470703125], 8: [10.802054405212402], 9: [10.802019119262695]}",,193
218,2.0686,-0.3016,10.804,10,10,0.0,"{0: 18, 1: 20, 2: 17, 3: 19, 4: 23, 5: 12, 6: 21, 7: 18, 8: 15, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [20], 2: [17], 3: [19], 4: [23], 5: [12], 6: [21], 7: [18], 8: [15], 9: [16]}",10.804,"{0: [10.805658340454102], 1: [10.80437183380127], 2: [10.804414749145508], 3: [10.804404258728027], 4: [10.804414749145508], 5: [10.80435562133789], 6: [10.804430961608887], 7: [10.804414749145508], 8: [10.80437183380127], 9: [10.804299354553223]}",,179
219,2.4369,-0.3016,10.807,10,10,0.0,"{0: 20, 1: 22, 2: 19, 3: 22, 4: 18, 5: 17, 6: 22, 7: 16, 8: 24, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [22], 2: [19], 3: [22], 4: [18], 5: [17], 6: [22], 7: [16], 8: [24], 9: [22]}",10.807,"{0: [10.808599472045898], 1: [10.807218551635742], 2: [10.807171821594238], 3: [10.807085037231445], 4: [10.80715274810791], 5: [10.807191848754883], 6: [10.807085037231445], 7: [10.807085037231445], 8: [10.80723762512207], 9: [10.807218551635742]}",,202
220,2.8071,-0.3016,10.81,10,10,0.0,"{0: 23, 1: 15, 2: 18, 3: 14, 4: 16, 5: 17, 6: 16, 7: 23, 8: 22, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [15], 2: [18], 3: [14], 4: [16], 5: [17], 6: [16], 7: [23], 8: [22], 9: [20]}",10.81,"{0: [10.812128067016602], 1: [10.810437202453613], 2: [10.810361862182617], 3: [10.810263633728027], 4: [10.810240745544434], 5: [10.810361862182617], 6: [10.810437202453613], 7: [10.810361862182617], 8: [10.81033992767334], 9: [10.81033992767334]}",,184
221,3.1517,-0.3016,10.813,10,10,0.0,"{0: 18, 1: 19, 2: 18, 3: 19, 4: 19, 5: 25, 6: 19, 7: 22, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [19], 2: [18], 3: [19], 4: [19], 5: [25], 6: [19], 7: [22], 8: [20], 9: [18]}",10.813,"{0: [10.815916061401367], 1: [10.814132690429688], 2: [10.813459396362305], 3: [10.813968658447266], 4: [10.814054489135742], 5: [10.814081192016602], 6: [10.813968658447266], 7: [10.813968658447266], 8: [10.814105987548828], 9: [10.813459396362305]}",,197
222,3.5265,-0.3016,10.817,10,10,0.0,"{0: 16, 1: 20, 2: 23, 3: 12, 4: 18, 5: 21, 6: 17, 7: 23, 8: 17, 9: 14}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [20], 2: [23], 3: [12], 4: [18], 5: [21], 6: [17], 7: [23], 8: [17], 9: [14]}",10.817,"{0: [10.820026397705078], 1: [10.81799602508545], 2: [10.817900657653809], 3: [10.81805419921875], 4: [10.818025588989258], 5: [10.818025588989258], 6: [10.81805419921875], 7: [10.81799602508545], 8: [10.8179292678833], 9: [10.81805419921875]}",,181
223,3.8763,-0.3016,10.822,10,10,0.0,"{0: 17, 1: 18, 2: 23, 3: 21, 4: 20, 5: 19, 6: 16, 7: 22, 8: 20, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [18], 2: [23], 3: [21], 4: [20], 5: [19], 6: [16], 7: [22], 8: [20], 9: [20]}",10.822,"{0: [10.824539184570312], 1: [10.822074890136719], 2: [10.822388648986816], 3: [10.822388648986816], 4: [10.822421073913574], 5: [10.822388648986816], 6: [10.822388648986816], 7: [10.822388648986816], 8: [10.822484970092773], 9: [10.822074890136719]}",,196
224,4.2262,-0.3016,10.826,10,10,0.0,"{0: 12, 1: 18, 2: 19, 3: 18, 4: 24, 5: 14, 6: 18, 7: 18, 8: 23, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [12], 1: [18], 2: [19], 3: [18], 4: [24], 5: [14], 6: [18], 7: [18], 8: [23], 9: [18]}",10.826,"{0: [10.829812049865723], 1: [10.827266693115234], 2: [10.827380180358887], 3: [10.827232360839844], 4: [10.827415466308594], 5: [10.827266693115234], 6: [10.82734489440918], 7: [10.827232360839844], 8: [10.827232360839844], 9: [10.827380180358887]}",,182
225,4.592,-0.3016,10.831,10,10,0.0,"{0: 21, 1: 21, 2: 17, 3: 24, 4: 21, 5: 17, 6: 17, 7: 16, 8: 20, 9: 21}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [21], 2: [17], 3: [24], 4: [21], 5: [17], 6: [17], 7: [16], 8: [20], 9: [21]}",10.831,"{0: [10.835294723510742], 1: [10.832454681396484], 2: [10.832538604736328], 3: [10.832538604736328], 4: [10.832662582397461], 5: [10.83277702331543], 6: [10.83261489868164], 7: [10.832368850708008], 8: [10.832576751708984], 9: [10.832700729370117]}",,195
226,4.9398,-0.3016,10.837,10,10,0.0,"{0: 11, 1: 18, 2: 19, 3: 19, 4: 23, 5: 17, 6: 19, 7: 13, 8: 16, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [11], 1: [18], 2: [19], 3: [19], 4: [23], 5: [17], 6: [19], 7: [13], 8: [16], 9: [16]}",10.837,"{0: [10.83881950378418], 1: [10.838105201721191], 2: [10.838146209716797], 3: [10.838228225708008], 4: [10.838105201721191], 5: [10.838187217712402], 6: [10.838105201721191], 7: [10.838014602661133], 8: [10.838105201721191], 9: [10.838105201721191]}",,171
227,-5.5974,-0.6667,10.049,10,10,0.0,"{0: 13, 1: 11, 2: 13, 3: 13, 4: 12, 5: 13, 6: 9, 7: 9, 8: 12, 9: 9}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [13], 1: [11], 2: [13], 3: [13], 4: [12], 5: [13], 6: [9], 7: [9], 8: [12], 9: [9]}",10.049,"{0: [10.048608779907227], 1: [10.049551010131836], 2: [10.049505233764648], 3: [10.049638748168945], 4: [10.049230575561523], 5: [10.049367904663086], 6: [10.049551010131836], 7: [10.049551010131836], 8: [10.049505233764648], 9: [10.049505233764648]}",,114
228,-5.2955,-0.6667,10.044,10,10,0.0,"{0: 16, 1: 20, 2: 20, 3: 20, 4: 18, 5: 19, 6: 19, 7: 18, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [20], 2: [20], 3: [20], 4: [18], 5: [19], 6: [19], 7: [18], 8: [20], 9: [18]}",10.044,"{0: [10.042539596557617], 1: [10.045202255249023], 2: [10.045286178588867], 3: [10.045202255249023], 4: [10.044805526733398], 5: [10.044937133789062], 6: [10.045286178588867], 7: [10.04507064819336], 8: [10.045110702514648], 9: [10.045286178588867]}",,188
229,-4.9208,-0.6667,10.038,10,10,0.0,"{0: 18, 1: 14, 2: 19, 3: 17, 4: 16, 5: 21, 6: 17, 7: 27, 8: 15, 9: 20}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [14], 2: [19], 3: [17], 4: [16], 5: [21], 6: [17], 7: [27], 8: [15], 9: [20]}",10.038,"{0: [10.03676700592041], 1: [10.038862228393555], 2: [10.039194107055664], 3: [10.03923225402832], 4: [10.039441108703613], 5: [10.039441108703613], 6: [10.038986206054688], 7: [10.039441108703613], 8: [10.039441108703613], 9: [10.039441108703613]}",,184
230,-4.5486,-0.6667,10.032,10,10,0.0,"{0: 21, 1: 22, 2: 19, 3: 19, 4: 17, 5: 15, 6: 20, 7: 21, 8: 20, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [21], 1: [22], 2: [19], 3: [19], 4: [17], 5: [15], 6: [20], 7: [21], 8: [20], 9: [19]}",10.032,"{0: [10.031351089477539], 1: [10.033967971801758], 2: [10.033967971801758], 3: [10.03393268585205], 4: [10.034074783325195], 5: [10.033888816833496], 6: [10.033818244934082], 7: [10.03393268585205], 8: [10.033623695373535], 9: [10.033967971801758]}",,193
231,-4.1836,-0.6667,10.027,10,10,0.0,"{0: 23, 1: 19, 2: 17, 3: 20, 4: 16, 5: 19, 6: 20, 7: 25, 8: 20, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [19], 2: [17], 3: [20], 4: [16], 5: [19], 6: [20], 7: [25], 8: [20], 9: [18]}",10.027,"{0: [10.026572227478027], 1: [10.028841018676758], 2: [10.02880859375], 3: [10.028776168823242], 4: [10.028841018676758], 5: [10.028459548950195], 6: [10.028776168823242], 7: [10.028776168823242], 8: [10.028841018676758], 9: [10.028703689575195]}",,197
232,-3.8225,-0.6667,10.023,10,10,0.0,"{0: 15, 1: 12, 2: 20, 3: 14, 4: 23, 5: 24, 6: 16, 7: 20, 8: 13, 9: 19}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [15], 1: [12], 2: [20], 3: [14], 4: [23], 5: [24], 6: [16], 7: [20], 8: [13], 9: [19]}",10.023,"{0: [10.022115707397461], 1: [10.02386474609375], 2: [10.02418327331543], 3: [10.024056434631348], 4: [10.02418327331543], 5: [10.02418327331543], 6: [10.024153709411621], 7: [10.02418327331543], 8: [10.024271011352539], 9: [10.02396011352539]}",,176
233,-3.4509,-0.6667,10.019,10,10,0.0,"{0: 23, 1: 16, 2: 22, 3: 16, 4: 19, 5: 17, 6: 21, 7: 18, 8: 15, 9: 24}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [23], 1: [16], 2: [22], 3: [16], 4: [19], 5: [17], 6: [21], 7: [18], 8: [15], 9: [24]}",10.019,"{0: [10.018190383911133], 1: [10.020029067993164], 2: [10.020002365112305], 3: [10.019975662231445], 4: [10.019800186157227], 5: [10.019800186157227], 6: [10.019941329956055], 7: [10.019975662231445], 8: [10.019975662231445], 9: [10.019975662231445]}",,191
234,-3.0953,-0.6667,10.015,10,10,0.0,"{0: 17, 1: 21, 2: 15, 3: 14, 4: 16, 5: 15, 6: 17, 7: 16, 8: 22, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [17], 1: [21], 2: [15], 3: [14], 4: [16], 5: [15], 6: [17], 7: [16], 8: [22], 9: [16]}",10.015,"{0: [10.014687538146973], 1: [10.016310691833496], 2: [10.016255378723145], 3: [10.016231536865234], 4: [10.016279220581055], 5: [10.016074180603027], 6: [10.016357421875], 7: [10.016098022460938], 8: [10.016153335571289], 9: [10.016310691833496]}",,169
235,-2.7322,-0.6667,10.012,10,10,0.0,"{0: 20, 1: 20, 2: 14, 3: 17, 4: 21, 5: 19, 6: 23, 7: 20, 8: 19, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [20], 1: [20], 2: [14], 3: [17], 4: [21], 5: [19], 6: [23], 7: [20], 8: [19], 9: [22]}",10.012,"{0: [10.011615753173828], 1: [10.01294231414795], 2: [10.0127534866333], 3: [10.01273250579834], 4: [10.012922286987305], 5: [10.012781143188477], 6: [10.012922286987305], 7: [10.013011932373047], 8: [10.012872695922852], 9: [10.013083457946777]}",,195
236,-2.3711,-0.6667,10.009,10,10,0.0,"{0: 18, 1: 18, 2: 21, 3: 19, 4: 21, 5: 17, 6: 15, 7: 19, 8: 15, 9: 18}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [18], 1: [18], 2: [21], 3: [19], 4: [21], 5: [17], 6: [15], 7: [19], 8: [15], 9: [18]}",10.009,"{0: [10.008859634399414], 1: [10.010046005249023], 2: [10.010143280029297], 3: [10.010046005249023], 4: [10.010125160217285], 5: [10.00992202758789], 6: [10.010046005249023], 7: [10.00992202758789], 8: [10.009984016418457], 9: [10.010161399841309]}",,181
237,-2.0183,-0.6667,10.007,10,10,0.0,"{0: 22, 1: 22, 2: 15, 3: 28, 4: 16, 5: 19, 6: 21, 7: 24, 8: 23, 9: 22}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [22], 2: [15], 3: [28], 4: [16], 5: [19], 6: [21], 7: [24], 8: [23], 9: [22]}",10.007,"{0: [10.00653076171875], 1: [10.007646560668945], 2: [10.00761604309082], 3: [10.00761604309082], 4: [10.007562637329102], 5: [10.00761604309082], 6: [10.0075101852417], 7: [10.00761604309082], 8: [10.00761604309082], 9: [10.007457733154297]}",,212
238,-1.6438,-0.6667,10.005,10,10,0.0,"{0: 16, 1: 18, 2: 22, 3: 18, 4: 14, 5: 13, 6: 20, 7: 18, 8: 16, 9: 16}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [16], 1: [18], 2: [22], 3: [18], 4: [14], 5: [13], 6: [20], 7: [18], 8: [16], 9: [16]}",10.005,"{0: [10.004504203796387], 1: [10.005380630493164], 2: [10.005313873291016], 3: [10.005257606506348], 4: [10.005425453186035], 5: [10.005437850952148], 6: [10.005401611328125], 7: [10.005389213562012], 8: [10.005195617675781], 9: [10.005350112915039]}",,171
239,-1.2851,-0.6667,10.003,10,10,0.0,"{0: 19, 1: 19, 2: 19, 3: 21, 4: 21, 5: 21, 6: 18, 7: 15, 8: 19, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [19], 1: [19], 2: [19], 3: [21], 4: [21], 5: [21], 6: [18], 7: [15], 8: [19], 9: [15]}",10.003,"{0: [10.002986907958984], 1: [10.003639221191406], 2: [10.003639221191406], 3: [10.003639221191406], 4: [10.003647804260254], 5: [10.003612518310547], 6: [10.003498077392578], 7: [10.003639221191406], 8: [10.003639221191406], 9: [10.003684997558594]}",,187
240,-0.9162,-0.6667,10.002,10,10,0.0,"{0: 22, 1: 18, 2: 14, 3: 16, 4: 16, 5: 18, 6: 18, 7: 15, 8: 17, 9: 15}","{0: 1, 1: 1, 2: 1, 3: 1, 4: 1, 5: 1, 6: 1, 7: 1, 8: 1, 9: 1}","{0: [22], 1: [18], 2: [14], 3: [16], 4: [16], 5: [18], 6: [18], 7: [15], 8: [17], 9: [15]}",10.002,"{0: [10.001838684082031], 1: [10.002334594726562], 2: [10.002275466918945], 3: [10.002296447753906], 4: [10.002191543579102], 5: [10.002296447753906], 6: [10.002302169799805], 7: [10.002275466918945], 8: [10.00232219696045], 9: [10.00232219696045]}",,169
